epoch,lr,train_loss,train_acc,val_loss,val_acc,val_macro,val_c0,val_c1,val_c2,test_loss,test_acc,test_macro,test_c0,test_c1,test_c2
1,0.001,1.075613156183442,0.49004975139205137,1.1243047373635429,0.5660377740859985,0.48271604938271606,22/27,6/20,2/6,,,,,,
2,0.001,1.0617816506037072,0.4676616916905588,1.115083975451333,0.5849056839942932,0.5080246913580247,20/27,9/20,2/6,,,,,,
3,0.001,1.057850214972425,0.4465174132318639,1.1087296264512199,0.5660377740859985,0.487037037037037,21/27,7/20,2/6,,,,,,
4,0.001,1.0623711436542111,0.4415422887054842,1.1009293752057212,0.6037735939025879,0.5246913580246914,20/27,10/20,2/6,,,,,,
5,0.001,1.0470755447202653,0.49378109467563347,1.0958460782255446,0.6226415038108826,0.541358024691358,20/27,11/20,2/6,,,,,,
6,0.001,1.0326753249808924,0.491293532634849,1.0906633947576796,0.6037735939025879,0.5635802469135802,20/27,9/20,3/6,,,,,,
7,0.001,1.036898395018791,0.46517412964977434,1.083353932414736,0.6603773832321167,0.6135802469135802,20/27,12/20,3/6,,,,,,
8,0.001,1.0101684309653383,0.5273631842278722,1.0787240990570612,0.6226415038108826,0.5802469135802469,20/27,10/20,3/6,,,,,,
9,0.001,1.0331533119749667,0.4639303484069767,1.072648137807846,0.6415094137191772,0.6358024691358025,20/27,10/20,4/6,,,,,,
10,0.001,1.020060585061116,0.4962686567164179,1.067030361720494,0.6226415038108826,0.5888888888888889,18/27,12/20,3/6,,,,,,
11,0.0005,1.0212917296744104,0.47636815950052064,1.0643112446580614,0.6226415038108826,0.5888888888888889,18/27,12/20,3/6,,,,,,
12,0.0005,1.0058006315088983,0.5385572140786186,1.0624303093978338,0.6226415038108826,0.6234567901234568,19/27,10/20,4/6,,,,,,
13,0.0005,1.0062915536005106,0.48880597014925375,1.0593075539384569,0.6226415038108826,0.5845679012345679,19/27,11/20,3/6,,,,,,
14,0.0005,1.0065216622245845,0.5024875624855952,1.0567165102277483,0.6415094137191772,0.6401234567901235,19/27,11/20,4/6,,,,,,
