epoch,lr,train_loss,train_acc,val_loss,val_acc,val_c0,val_c1,val_c2,test_loss,test_acc,test_c0,test_c1,test_c2
1,0.001,1.1051026253557916,0.582089552238806,1.1869758750711168,0.5094339847564697,27/27,0/20,0/6,,,,,
2,0.001,1.1127555379227025,0.516169154377126,1.1823501799787794,0.5094339847564697,27/27,0/20,0/6,,,,,
3,0.001,1.1144745332091601,0.5149253731343284,1.1784238772732871,0.5094339847564697,27/27,0/20,0/6,,,,,
4,0.001,1.0965503489793236,0.5472636818885803,1.1761636776583535,0.4716981053352356,23/27,2/20,0/6,,,,,
5,0.001,1.0998923431581527,0.4564676618398125,1.174471173967634,0.5094339847564697,22/27,5/20,0/6,,,,,
6,0.001,1.0980458250686305,0.4838308460676848,1.1729176810809545,0.5283018946647644,20/27,8/20,0/6,,,,,
7,0.001,1.101217512764148,0.42288557228757373,1.172207202230181,0.4716981053352356,17/27,8/20,0/6,,,,,
8,0.001,1.1059574458136487,0.4452736319890663,1.1711063044411796,0.43396228551864624,12/27,11/20,0/6,,,,,
9,0.001,1.103868858138127,0.4253731343283582,1.1705808980124337,0.43396228551864624,12/27,11/20,0/6,,,,,
10,0.001,1.1003998740395504,0.4378109454219021,1.1700302958488464,0.43396228551864624,12/27,11/20,0/6,,,,,
11,0.001,1.0972098619190616,0.42288557228757373,1.1697901827948434,0.43396228551864624,11/27,12/20,0/6,,,,,
12,0.001,1.092413954770387,0.4154228857204096,1.169683473450797,0.43396228551864624,11/27,12/20,0/6,,,,,
13,0.001,1.096699623919245,0.3917910447761194,1.1696265254701887,0.4528301954269409,14/27,10/20,0/6,,,,,
14,0.001,1.097360288918908,0.4042288558696633,1.1696367604391915,0.4528301954269409,14/27,10/20,0/6,,,,,
15,0.001,1.1003790853628472,0.3345771147244012,1.1694108843803406,0.43396228551864624,11/27,12/20,0/6,,,,,
16,0.0005,1.098177425007322,0.38557213945175284,1.1693552562168665,0.43396228551864624,11/27,12/20,0/6,,,,,
17,0.0005,1.104952467911279,0.34701492537313433,1.169263516153608,0.43396228551864624,11/27,12/20,0/6,,,,,
18,0.0005,1.0988750715753925,0.33955223880597013,1.1692182081086295,0.43396228551864624,11/27,12/20,0/6,,,,,
19,0.0005,1.10121866304483,0.36442786099305796,1.1692223165716444,0.43396228551864624,11/27,12/20,0/6,,,,,
20,0.0005,1.0969189521092086,0.34701492537313433,1.1691751650401525,0.43396228551864624,11/27,12/20,0/6,,,,,
21,0.0005,1.0950794175489624,0.34701492537313433,1.1690047511032648,0.43396228551864624,10/27,13/20,0/6,,,,,
22,0.0005,1.0979744409447285,0.3805970149253731,1.1689764857292175,0.43396228551864624,11/27,12/20,0/6,,,,,
23,0.0005,1.0955994511718181,0.38184079616817074,1.1688546410628728,0.4528301954269409,10/27,14/20,0/6,,,,,
24,0.0005,1.0980775685452704,0.3246268656716418,1.168758979865483,0.4528301954269409,10/27,14/20,0/6,,,,,
25,0.0005,1.1005242929529788,0.3283582089552239,1.1687726080417633,0.4528301954269409,10/27,14/20,0/6,,,,,
26,0.0005,1.0970395945790987,0.3805970149253731,1.1686336653573173,0.43396228551864624,9/27,14/20,0/6,,,,,
27,0.0005,1.1040295700528728,0.3631840797502603,1.1686725062983376,0.4528301954269409,10/27,14/20,0/6,,,,,
28,0.0005,1.0927382253888827,0.42786069681395344,1.1685716680118017,0.4528301954269409,10/27,14/20,0/6,,,,,
29,0.0005,1.095791094338716,0.376865671641791,1.1684241081987108,0.35849058628082275,4/27,15/20,0/6,,,,,
30,0.0005,1.1021951908495888,0.35323383114231166,1.1684830231325967,0.35849058628082275,4/27,15/20,0/6,,,,,
31,0.00025,1.1006812782429938,0.3706467663174245,1.1684526077338628,0.37735849618911743,4/27,16/20,0/6,,,,,
32,0.00025,1.0995321015813457,0.3208955223880597,1.168466866016388,0.3396226465702057,4/27,14/20,0/6,,,,,
33,0.00025,1.0933259165109093,0.3880597014925373,1.1684605606964655,0.3396226465702057,4/27,14/20,0/6,,,,,
34,0.00025,1.0996278008418297,0.34452736333234985,1.1683883198669978,0.37735849618911743,4/27,16/20,0/6,,,,,
35,0.00025,1.094324820966863,0.373134328358209,1.1683755559580666,0.37735849618911743,4/27,16/20,0/6,,,,,
36,0.00025,1.0968581802809416,0.3843283582089552,1.1683539194720132,0.35849058628082275,2/27,17/20,0/6,,,,,
37,0.00025,1.09987937692386,0.332089552238806,1.1684081043515886,0.35849058628082275,4/27,15/20,0/6,,,,,
38,0.00025,1.1046583394506084,0.3258706469144394,1.168374444757189,0.35849058628082275,4/27,15/20,0/6,,,,,
