epoch,lr,train_loss,train_acc,val_loss,val_acc,val_c0,val_c1,val_c2,test_loss,test_acc,test_c0,test_c1,test_c2
1,0.001,1.0992360417522602,0.30348258721294685,1.1647671333381109,0.37735849618911743,0/27,20/20,0/6,,,,,
2,0.001,1.1033859608778314,0.2873134328358209,1.165498627083642,0.37735849618911743,0/27,20/20,0/6,,,,,
3,0.001,1.095619475663598,0.3047263684557445,1.1648562167372023,0.35849058628082275,0/27,19/20,0/6,,,,,
4,0.001,1.1009873498731584,0.2972636818885803,1.1653833857604436,0.35849058628082275,0/27,19/20,0/6,,,,,
5,0.001,1.095734199481224,0.36069651770947586,1.166135059935706,0.24528302252292633,0/27,12/20,1/6,,,,,
6,0.001,1.1004868950416793,0.291044776119403,1.1667065875870841,0.37735849618911743,0/27,19/20,1/6,,,,,
7,0.001,1.097816045604535,0.31965174159007287,1.1678873598575592,0.2075471729040146,0/27,7/20,4/6,,,,,
8,0.001,1.0984129621021783,0.31840796034727525,1.168941161462239,0.30188679695129395,12/27,1/20,3/6,,,,,
9,0.001,1.0974606471275217,0.27238805970149255,1.1684473540101732,0.22641509771347046,1/27,7/20,4/6,,,,,
10,0.001,1.1008247261616722,0.3246268656716418,1.1683734697954995,0.24528302252292633,4/27,3/20,6/6,,,,,
11,0.001,1.1043380552263402,0.2860696520378341,1.1682691786970412,0.28301888704299927,5/27,4/20,6/6,,,,,
12,0.001,1.103188944396688,0.26865671641791045,1.1689776565347398,0.37735849618911743,16/27,1/20,3/6,,,,,
13,0.001,1.1013318540445014,0.3296019901980215,1.1693222735609328,0.49056604504585266,25/27,0/20,1/6,,,,,
14,0.001,1.1071700053428537,0.35199004989951405,1.1689320376941137,0.30188679695129395,11/27,4/20,1/6,,,,,
15,0.001,1.0976549733930558,0.38681592069455045,1.1688085751874107,0.30188679695129395,8/27,5/20,3/6,,,,,
16,0.0005,1.0982083936235798,0.39552238805970147,1.1688042027609689,0.24528302252292633,7/27,0/20,6/6,,,,,
17,0.0005,1.1043624984684275,0.31094527378011105,1.1689238165106093,0.3962264060974121,16/27,2/20,3/6,,,,,
18,0.0005,1.1052271910567781,0.30223880597014924,1.1686018918241774,0.2641509473323822,4/27,4/20,6/6,,,,,
19,0.0005,1.0958587420520498,0.35323383114231166,1.1685611775943212,0.28301888704299927,6/27,5/20,4/6,,,,,
20,0.0005,1.1047524551847088,0.291044776119403,1.1687738852841514,0.2075471729040146,4/27,1/20,6/6,,,,,
21,0.0005,1.103204083976461,0.3221393036308573,1.168906833444323,0.2641509473323822,7/27,1/20,6/6,,,,,
22,0.0005,1.1064268982232506,0.3246268656716418,1.1682772040367126,0.1320754736661911,0/27,1/20,6/6,,,,,
23,0.0005,1.1018548687892173,0.3308457714408191,1.1687156898634774,0.2641509473323822,5/27,4/20,5/6,,,,,
24,0.0005,1.102435541686727,0.34577114457514746,1.1688983270100184,0.22641509771347046,3/27,3/20,6/6,,,,,
25,0.0005,1.097627086425895,0.3370646767651857,1.1687598100730352,0.1320754736661911,0/27,1/20,6/6,,,,,
26,0.0005,1.107795181559093,0.34452736333234985,1.1687549139772142,0.11320754885673523,0/27,0/20,6/6,,,,,
27,0.0005,1.0962442960312118,0.3370646767651857,1.1682951152324677,0.1320754736661911,0/27,1/20,6/6,,,,,
28,0.0005,1.1029008938305414,0.2848258707950364,1.168923590864454,0.2075471729040146,4/27,1/20,6/6,,,,,
29,0.0005,1.0983699916014031,0.31467661706369315,1.1681866943836212,0.1320754736661911,0/27,1/20,6/6,,,,,
30,0.0005,1.1029574968921605,0.3830845774109684,1.1683684715202876,0.1320754736661911,0/27,1/20,6/6,,,,,
31,0.00025,1.1123057532666334,0.2786069654706699,1.1682523957320623,0.15094339847564697,0/27,2/20,6/6,,,,,
32,0.00025,1.1053533812067402,0.3283582089552239,1.1683593477521623,0.11320754885673523,0/27,0/20,6/6,,,,,
33,0.00025,1.0998925246409517,0.36815920427664,1.1683957959924425,0.1320754736661911,0/27,1/20,6/6,,,,,
34,0.00025,1.0988265017964947,0.3246268656716418,1.168247674192701,0.1320754736661911,0/27,1/20,6/6,,,,,
35,0.00025,1.0968976990500492,0.30970149253731344,1.168569109269551,0.1320754736661911,0/27,1/20,6/6,,,,,
36,0.00025,1.0975018197031163,0.35199004989951405,1.1692145764827728,0.2075471729040146,4/27,1/20,6/6,,,,,
37,0.00025,1.0990809015373686,0.34328358208955223,1.1679748892784119,0.1320754736661911,0/27,1/20,6/6,,,,,
38,0.00025,1.1012541011198242,0.30223880597014924,1.1685798551355089,0.18867924809455872,2/27,2/20,6/6,,,,,
39,0.00025,1.104844884196324,0.2922885573622006,1.1685768025262016,0.1320754736661911,0/27,1/20,6/6,,,,,
40,0.00025,1.105637727388695,0.26990049766070806,1.1684487674917494,0.1320754736661911,0/27,1/20,6/6,,,,,
41,0.00025,1.1009872769241902,0.31840796034727525,1.1689913826329368,0.30188679695129395,9/27,1/20,6/6,,,,,
42,0.00025,1.0998407246461555,0.3706467663174245,1.1681287586688995,0.16981132328510284,0/27,3/20,6/6,,,,,
43,0.00025,1.10321230941744,0.31094527378011105,1.1686469869954246,0.16981132328510284,2/27,1/20,6/6,,,,,
44,0.00025,1.101403807526204,0.34950248785872956,1.1691697495324271,0.30188679695129395,9/27,1/20,6/6,,,,,
45,0.00025,1.1063064399050242,0.26119402985074625,1.1687678822449274,0.15094339847564697,1/27,1/20,6/6,,,,,
46,0.000125,1.0973240377298041,0.3631840797502603,1.1683052778244019,0.15094339847564697,0/27,2/20,6/6,,,,,
47,0.000125,1.0996436725801497,0.327114428157237,1.1686476724488395,0.24528302252292633,3/27,7/20,3/6,,,,,
48,0.000125,1.1022703300661116,0.30348258721294685,1.1694831252098083,0.43396228551864624,20/27,1/20,2/6,,,,,
49,0.000125,1.1034960275265708,0.3246268656716418,1.1689043130193437,0.18867924809455872,3/27,1/20,6/6,,,,,
50,0.000125,1.1018116687660786,0.3743781096010066,1.1691970867770058,0.30188679695129395,9/27,1/20,6/6,,,,,
TEST,,,,,,,,,1.5799921367849623,0.30188679695129395,7/20,0/20,9/13
