epoch,lr,train_loss,train_acc,val_loss,val_acc,val_c0,val_c1,val_c2,test_loss,test_acc,test_c0,test_c1,test_c2
1,0.001,1.2545104573911696,0.4925373134328358,1.2315400860139303,0.5094339847564697,27/27,0/20,0/6,,,,,
2,0.001,1.1947934480745401,0.43159204009753555,1.1982118827956063,0.5094339847564697,27/27,0/20,0/6,,,,,
3,0.001,1.1562205455196437,0.3743781096010066,1.1922047776835305,0.5094339847564697,27/27,0/20,0/6,,,,,
4,0.001,1.1521730173879594,0.31467661706369315,1.1893337326390403,0.5094339847564697,27/27,0/20,0/6,,,,,
5,0.001,1.1283682349012858,0.35447761194029853,1.1861604792731149,0.5094339847564697,27/27,0/20,0/6,,,,,
6,0.001,1.138285699175365,0.36815920427664,1.1794102915695734,0.5094339847564697,27/27,0/20,0/6,,,,,
7,0.001,1.1407482944317717,0.3296019901980215,1.1791313333170754,0.5094339847564697,27/27,0/20,0/6,,,,,
8,0.001,1.1104115986112337,0.35945273646667825,1.178585899727685,0.5094339847564697,27/27,0/20,0/6,,,,,
9,0.001,1.1185800304163749,0.30223880597014924,1.1779166417462485,0.5094339847564697,27/27,0/20,0/6,,,,,
10,0.001,1.1318984316356147,0.3370646767651857,1.1784355001790183,0.5094339847564697,27/27,0/20,0/6,,,,,
11,0.0005,1.1041777391931904,0.39552238805970147,1.1748238461358207,0.5094339847564697,27/27,0/20,0/6,,,,,
12,0.0005,1.1379480780060611,0.35447761194029853,1.173260177884783,0.5094339847564697,24/27,3/20,0/6,,,,,
13,0.0005,1.1336721172973292,0.35447761194029853,1.1774676612445287,0.5094339847564697,27/27,0/20,0/6,,,,,
14,0.0005,1.102371724683847,0.35074626865671643,1.1747958149228777,0.5094339847564697,27/27,0/20,0/6,,,,,
15,0.0005,1.1284368438507193,0.3246268656716418,1.1760740450450353,0.5094339847564697,27/27,0/20,0/6,,,,,
16,0.0005,1.102049094527515,0.36069651770947586,1.1768808237143926,0.5094339847564697,27/27,0/20,0/6,,,,,
17,0.0005,1.0852474072086278,0.39552238805970147,1.1746728760855538,0.5094339847564697,27/27,0/20,0/6,,,,,
18,0.0005,1.1013662699443192,0.36442786099305796,1.176259240933827,0.5094339847564697,27/27,0/20,0/6,,,,,
19,0.0005,1.1219181044777828,0.3669154230338424,1.1744047147887093,0.5094339847564697,27/27,0/20,0/6,,,,,
20,0.0005,1.163897650455361,0.291044776119403,1.1749280307974135,0.5094339847564697,27/27,0/20,0/6,,,,,
21,0.00025,1.117111333270571,0.38184079616817074,1.1743694714137487,0.5094339847564697,27/27,0/20,0/6,,,,,
22,0.00025,1.1141386245613667,0.34950248785872956,1.1738804195608412,0.5094339847564697,27/27,0/20,0/6,,,,,
23,0.00025,1.1167547462591485,0.3830845774109684,1.1742136904171534,0.5094339847564697,27/27,0/20,0/6,,,,,
24,0.00025,1.1174117700377506,0.31965174159007287,1.1750376309667314,0.5094339847564697,27/27,0/20,0/6,,,,,
25,0.00025,1.0982118578099493,0.3694029850746269,1.1771010756492615,0.5094339847564697,27/27,0/20,0/6,,,,,
26,0.00025,1.1520743832659366,0.2885572140786185,1.1735317664487022,0.49056604504585266,26/27,0/20,0/6,,,,,
27,0.00025,1.1124626175681156,0.31840796034727525,1.1744704416819982,0.5094339847564697,27/27,0/20,0/6,,,,,
28,0.00025,1.1258239123358655,0.34577114457514746,1.174465000629425,0.5094339847564697,27/27,0/20,0/6,,,,,
29,0.00025,1.1580673438399585,0.26616915437712596,1.1748941838741302,0.5094339847564697,27/27,0/20,0/6,,,,,
30,0.00025,1.1483944992520916,0.35323383114231166,1.1752752576555525,0.5094339847564697,27/27,0/20,0/6,,,,,
31,0.000125,1.1239427746231876,0.3258706469144394,1.1760577516896384,0.5094339847564697,27/27,0/20,0/6,,,,,
32,0.000125,1.0902441891271677,0.38681592069455045,1.1742188717637743,0.5094339847564697,27/27,0/20,0/6,,,,,
33,0.000125,1.112106552764551,0.33955223880597013,1.1740383335522242,0.5094339847564697,27/27,0/20,0/6,,,,,
34,0.000125,1.1110316434902932,0.3582089552238806,1.1744596404688699,0.5094339847564697,27/27,0/20,0/6,,,,,
35,0.000125,1.1181571421338552,0.3221393036308573,1.1749842848096574,0.5094339847564697,27/27,0/20,0/6,,,,,
36,0.000125,1.116413563045103,0.3407960200487678,1.1751839859145028,0.5094339847564697,27/27,0/20,0/6,,,,,
37,0.000125,1.1033956177199065,0.3258706469144394,1.1743768496172768,0.5094339847564697,27/27,0/20,0/6,,,,,
38,0.000125,1.1053764695551858,0.3656716417910448,1.1746598482131958,0.5094339847564697,27/27,0/20,0/6,,,,,
39,0.000125,1.0986161071862748,0.35945273646667825,1.1766098993165153,0.5094339847564697,27/27,0/20,0/6,,,,,
40,0.000125,1.1309603265861967,0.35199004989951405,1.1747691546167647,0.5094339847564697,27/27,0/20,0/6,,,,,
41,6.25e-05,1.084281874236776,0.39800995054529675,1.173454565661294,0.5094339847564697,27/27,0/20,0/6,,,,,
42,6.25e-05,1.1241072247277444,0.28109452751145436,1.1752540171146393,0.5094339847564697,27/27,0/20,0/6,,,,,
43,6.25e-05,1.1117625138652858,0.3370646767651857,1.174000505890165,0.5094339847564697,27/27,0/20,0/6,,,,,
44,6.25e-05,1.128223478794098,0.34825870661593195,1.1789832711219788,0.5094339847564697,27/27,0/20,0/6,,,,,
45,6.25e-05,1.131693657654435,0.3221393036308573,1.1746991574764252,0.5094339847564697,27/27,0/20,0/6,,,,,
46,6.25e-05,1.102497696431715,0.3694029850746269,1.17412035380091,0.5094339847564697,27/27,0/20,0/6,,,,,
47,6.25e-05,1.1141591321176558,0.3283582089552239,1.1741700513022286,0.5094339847564697,27/27,0/20,0/6,,,,,
48,6.25e-05,1.1144525542188046,0.3283582089552239,1.1729848342282432,0.49056604504585266,26/27,0/20,0/6,,,,,
49,6.25e-05,1.1588454086389115,0.3358208955223881,1.1735519979681288,0.5094339847564697,27/27,0/20,0/6,,,,,
50,6.25e-05,1.1304290730561783,0.35447761194029853,1.1731004076344627,0.49056604504585266,25/27,1/20,0/6,,,,,
TEST,,,,,,,,,1.5927381813526154,0.37735849618911743,20/20,0/20,0/13
