epoch,lr,train_loss,train_acc,val_loss,val_acc,val_macro,val_c0,val_c1,val_c2,test_loss,test_acc,test_macro,test_c0,test_c1,test_c2
1,0.001,1.0706619798247494,0.38681592069455045,1.0992088403020586,0.4528301954269409,0.5555555555555555,18/27,0/20,6/6,,,,,,
2,0.001,1.042923117751506,0.4415422887054842,1.084098824432918,0.43396228551864624,0.54320987654321,17/27,0/20,6/6,,,,,,
3,0.001,1.0347286640708127,0.46517412964977434,1.0719807020255498,0.43396228551864624,0.54320987654321,17/27,0/20,6/6,,,,,,
4,0.001,1.037913302877056,0.450248756515446,1.056863852909633,0.5283018946647644,0.6179012345679012,19/27,3/20,6/6,,,,,,
5,0.001,1.0075729235784332,0.49004975139205137,1.046127017055239,0.5094339847564697,0.5580246913580247,20/27,2/20,5/6,,,,,,
6,0.001,0.9774045993143053,0.5472636818885803,1.0347808578184672,0.5660377740859985,0.5993827160493826,22/27,3/20,5/6,,,,,,
7,0.001,0.9740299982811088,0.5211442789035057,1.02530203972544,0.5471698045730591,0.582716049382716,22/27,2/20,5/6,,,,,,
8,0.001,0.965028423871567,0.5509950251721624,1.0167667312281472,0.5283018946647644,0.5660493827160494,22/27,1/20,5/6,,,,,,
9,0.001,0.9570412542392959,0.6268656716417911,1.0072568974324636,0.5094339847564697,0.5580246913580247,20/27,2/20,5/6,,,,,,
10,0.001,0.9365177990785286,0.5659203983064908,0.9974186250141689,0.5471698045730591,0.5956790123456791,19/27,5/20,5/6,,,,,,
11,0.0005,0.9382764892791634,0.5920398012915654,0.9939032580171313,0.5660377740859985,0.6037037037037037,21/27,4/20,5/6,,,,,,
12,0.0005,0.9412463636540654,0.585820895522388,0.9904560255152839,0.5471698045730591,0.587037037037037,21/27,3/20,5/6,,,,,,
13,0.0005,0.9398911017090527,0.598258706615932,0.9849284546715873,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
14,0.0005,0.9497975400134698,0.577114428157237,0.9819890665156501,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
15,0.0005,0.9283013543975887,0.6032338311423117,0.9787760036332267,0.5471698045730591,0.5956790123456791,19/27,5/20,5/6,,,,,,
16,0.0005,0.9107985443143702,0.6368159206945505,0.9754128519977842,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
17,0.0005,0.9107797950951021,0.5833333334816035,0.9711639774697167,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
18,0.0005,0.9123139283550319,0.6330845774109684,0.9688992713178907,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
19,0.0005,0.9228224580857292,0.6119402985074627,0.9653562903404236,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
20,0.0005,0.9081824083826435,0.6032338311423117,0.9626312106847763,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
21,0.00025,0.9153686566139335,0.6368159206945505,0.959512893642698,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
22,0.00025,0.8980813689196288,0.585820895522388,0.9582674907786506,0.5471698045730591,0.5956790123456791,19/27,5/20,5/6,,,,,,
23,0.00025,0.8958552364093154,0.6517412938288788,0.9559377772467477,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
24,0.00025,0.9039381359940144,0.6032338311423117,0.9561282694339752,0.5471698045730591,0.5956790123456791,19/27,5/20,5/6,,,,,,
25,0.00025,0.9090629380140731,0.601990049899514,0.9539686867168972,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
26,0.00025,0.9038905412403505,0.5895522388059702,0.9527010193892888,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
27,0.00025,0.8827166019090965,0.6417910447761194,0.9507860796792167,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
28,0.00025,0.8949092599883008,0.6169154230338424,0.9496074680771146,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
29,0.00025,0.8836098598010504,0.667910447761194,0.9475496730634144,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
30,0.00025,0.9109331720800542,0.6169154230338424,0.9471511308635984,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
31,0.000125,0.8918852948430759,0.6380597014925373,0.9460484619651522,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
32,0.000125,0.8784720421727024,0.6330845774109684,0.9464949454580035,0.5471698045730591,0.5956790123456791,19/27,5/20,5/6,,,,,,
33,0.000125,0.8821395635604858,0.6417910447761194,0.94380741247109,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
34,0.000125,0.8731262021100343,0.6517412938288788,0.9442934010710035,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
35,0.000125,0.8839108926146778,0.6368159206945505,0.942033874137061,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
36,0.000125,0.8961812987256406,0.6206467663174244,0.9423860630818776,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
37,0.000125,0.8842300416818306,0.664179104477612,0.9425439621720996,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
38,0.000125,0.8831112300282093,0.655472637112461,0.9406522214412689,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
39,0.000125,0.8802965541384113,0.6293532341273863,0.9410180981670108,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
40,0.000125,0.874062333534013,0.6442786072617146,0.9405793228319713,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
41,6.25e-05,0.9024746782744109,0.6144278609930579,0.9399610715253013,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
42,6.25e-05,0.8763811557150599,0.6206467663174244,0.9379466197320393,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
43,6.25e-05,0.8934628056056464,0.6106965177094759,0.9388902017048427,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
44,6.25e-05,0.8756436629971461,0.6305970149253731,0.9389639879976001,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
45,6.25e-05,0.8550518261852549,0.6393034827353349,0.9384836341653552,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
46,6.25e-05,0.8726486741606869,0.6442786072617146,0.9388454109430313,0.5660377740859985,0.6080246913580246,20/27,5/20,5/6,,,,,,
47,6.25e-05,0.8659808337688446,0.6504975125860812,0.9372281559876033,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
48,6.25e-05,0.88060573410632,0.6318407961681708,0.9375782970871244,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
49,6.25e-05,0.8749449257530383,0.6517412938288788,0.936705123100962,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
50,6.25e-05,0.8516121835850957,0.6753731343283582,0.9362437874078751,0.5849056839942932,0.6246913580246913,20/27,6/20,5/6,,,,,,
TEST,,,,,,,,,,1.1223941083465303,0.49056604504585266,0.532051282051282,12/20,3/20,11/13
